Expected Kalman,Expected X,Expected Y
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
1,1.5,2.8
